,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
327,MANIAC,Stray Kids,1.0,2022.0,3.0,18.0,651.0,0.0,212234990.0,6.0,188.0,20.0,0.0,0.0,120.0,C#,Major,58.0,71.0,80.0,15.0,0.0,7.0,41.0
328,Golden,Harry Styles,1.0,2019.0,12.0,13.0,8429.0,1.0,807015863.0,85.0,24.0,200.0,0.0,2.0,140.0,E,Minor,45.0,25.0,84.0,21.0,0.0,13.0,6.0
329,Ain't Shit,Doja Cat,1.0,2021.0,6.0,25.0,3436.0,0.0,499710590.0,32.0,6.0,46.0,0.0,1.0,124.0,D#,Major,86.0,62.0,49.0,51.0,0.0,35.0,21.0
330,Still Life,BIGBANG,1.0,2022.0,4.0,5.0,181.0,0.0,53909146.0,16.0,14.0,7.0,0.0,0.0,118.0,G#,Major,68.0,24.0,58.0,44.0,0.0,6.0,3.0
331,N95,Kendrick Lamar,1.0,2022.0,5.0,13.0,5542.0,0.0,301242089.0,52.0,16.0,65.0,0.0,206.0,140.0,D#,Minor,81.0,39.0,66.0,38.0,0.0,12.0,14.0
332,About Damn Time,Lizzo,1.0,2022.0,4.0,14.0,9021.0,0.0,723894473.0,242.0,49.0,272.0,21.0,24.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
333,DespuÃ¯Â¿Â½Ã¯Â¿Â½s de la P,Bad Bunny,1.0,2022.0,5.0,6.0,2229.0,0.0,461558540.0,27.0,44.0,24.0,0.0,5.0,78.0,F,Major,56.0,61.0,90.0,36.0,0.0,18.0,31.0
334,United In Grief,Kendrick Lamar,1.0,2022.0,5.0,13.0,2575.0,0.0,156898322.0,4.0,5.0,12.0,0.0,51.0,87.0,G#,Major,52.0,32.0,83.0,24.0,0.0,17.0,43.0
335,Rich Spirit,Kendrick Lamar,1.0,2022.0,5.0,13.0,3486.0,0.0,173702135.0,20.0,10.0,33.0,0.0,0.0,96.0,A#,Minor,85.0,41.0,43.0,39.0,0.0,12.0,21.0
336,Me Fui de Vacaciones,Bad Bunny,1.0,2022.0,5.0,6.0,1443.0,0.0,305650299.0,9.0,11.0,22.0,1.0,0.0,85.0,A#,Major,71.0,43.0,65.0,23.0,0.0,9.0,5.0
337,Count Me Out,Kendrick Lamar,1.0,2022.0,5.0,13.0,2729.0,0.0,126191104.0,3.0,7.0,13.0,0.0,1.0,134.0,G,Major,78.0,51.0,43.0,69.0,0.0,14.0,9.0
338,Dos Mil 16,Bad Bunny,1.0,2022.0,5.0,6.0,892.0,3.0,338422004.0,10.0,24.0,11.0,0.0,0.0,130.0,C#,Major,82.0,50.0,67.0,12.0,0.0,13.0,5.0
339,Un Coco,Bad Bunny,1.0,2022.0,5.0,6.0,1029.0,28.0,403231558.0,5.0,28.0,9.0,0.0,0.0,152.0,B,Major,84.0,74.0,69.0,21.0,0.0,18.0,6.0
340,Worldwide Steppers,Kendrick Lamar,1.0,2022.0,5.0,13.0,1480.0,0.0,61739839.0,1.0,0.0,5.0,0.0,0.0,72.0,A#,Minor,56.0,56.0,47.0,76.0,0.0,8.0,36.0
341,Aguacero,Bad Bunny,1.0,2022.0,5.0,6.0,829.0,0.0,283359161.0,4.0,15.0,10.0,0.0,0.0,121.0,F#,Minor,86.0,67.0,65.0,42.0,0.0,35.0,7.0
342,Un Verano Sin Ti,Bad Bunny,1.0,2022.0,5.0,6.0,1004.0,1.0,283332261.0,8.0,12.0,9.0,0.0,0.0,188.0,F,Minor,50.0,41.0,50.0,69.0,0.0,12.0,6.0
343,EnsÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ame ,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,3.0,279737940.0,7.0,25.0,12.0,0.0,0.0,105.0,G#,Major,81.0,77.0,79.0,19.0,0.0,47.0,8.0
344,El ApagÃ¯Â¿Â½,Bad Bunny,1.0,2022.0,5.0,6.0,1209.0,0.0,212351890.0,9.0,7.0,14.0,0.0,1.0,118.0,G#,Major,63.0,60.0,70.0,5.0,0.0,9.0,31.0
345,Dua Lipa,Jack Harlow,1.0,2022.0,5.0,6.0,1992.0,0.0,150500965.0,35.0,0.0,3.0,0.0,0.0,158.0,B,Major,83.0,41.0,65.0,0.0,10.0,11.0,8.0
346,Agosto,Bad Bunny,1.0,2022.0,5.0,6.0,897.0,0.0,246127838.0,6.0,20.0,8.0,0.0,0.0,115.0,C#,Minor,85.0,72.0,58.0,9.0,0.0,49.0,12.0
347,House Of Memories,Panic! At The Disco,1.0,2016.0,1.0,15.0,2948.0,0.0,582863434.0,10.0,2.0,150.0,0.0,0.0,110.0,B,Minor,51.0,48.0,82.0,0.0,0.0,5.0,3.0
348,In The Stars,Benson Boone,1.0,2022.0,4.0,29.0,2224.0,8.0,382199619.0,48.0,40.0,87.0,1.0,210.0,78.0,A#,Major,36.0,30.0,54.0,34.0,0.0,14.0,5.0
349,Rich - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1103.0,0.0,41210087.0,0.0,0.0,0.0,0.0,0.0,104.0,G,Major,44.0,74.0,42.0,88.0,0.0,9.0,9.0
350,SUPERMODEL,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1.0,2022.0,5.0,13.0,2265.0,0.0,231657891.0,93.0,12.0,173.0,11.0,3.0,121.0,G,Major,64.0,80.0,88.0,0.0,0.0,12.0,6.0
351,Stefania (Kalush Orchestra),KALUSH,1.0,2022.0,3.0,10.0,555.0,0.0,53729194.0,10.0,4.0,4.0,0.0,0.0,105.0,D,Major,83.0,32.0,82.0,14.0,0.0,12.0,4.0
352,Thousand Miles,The Kid Laroi,1.0,2022.0,4.0,22.0,2050.0,0.0,244741137.0,52.0,9.0,46.0,0.0,1.0,81.0,G,Major,38.0,20.0,66.0,9.0,0.0,9.0,8.0
353,Crown,Kendrick Lamar,1.0,2022.0,5.0,13.0,1493.0,0.0,42485571.0,2.0,0.0,10.0,0.0,0.0,170.0,C#,Minor,37.0,14.0,24.0,80.0,0.0,11.0,4.0
354,Auntie Diaries,Kendrick Lamar,1.0,2022.0,5.0,13.0,1545.0,0.0,37778188.0,1.0,0.0,4.0,0.0,0.0,78.0,G,Major,43.0,60.0,38.0,76.0,1.0,48.0,38.0
355,PUFFIN ON ZOOTIEZ,Future,1.0,2022.0,4.0,29.0,2350.0,0.0,254218729.0,28.0,42.0,23.0,0.0,0.0,125.0,G#,Major,88.0,28.0,66.0,6.0,0.0,13.0,31.0
356,Mirror,Kendrick Lamar,1.0,2022.0,5.0,13.0,1929.0,0.0,53603447.0,2.0,0.0,4.0,0.0,0.0,92.0,E,Minor,66.0,29.0,65.0,23.0,0.0,8.0,7.0
357,Beautiful Girl,Luciano,1.0,2022.0,4.0,22.0,710.0,4.0,160035717.0,16.0,11.0,18.0,0.0,0.0,140.0,B,Minor,84.0,61.0,42.0,31.0,0.0,9.0,9.0
358,Savior - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1194.0,0.0,37091576.0,0.0,0.0,3.0,0.0,0.0,118.0,F,Minor,66.0,83.0,43.0,84.0,0.0,19.0,19.0
359,ZOOM,Jessi,1.0,2022.0,4.0,13.0,608.0,0.0,136996305.0,5.0,29.0,14.0,0.0,0.0,100.0,F#,Major,87.0,46.0,60.0,1.0,0.0,13.0,16.0
360,SloMo,Chanel,1.0,2021.0,12.0,24.0,1211.0,0.0,65719930.0,31.0,0.0,19.0,0.0,2.0,105.0,C#,Minor,73.0,59.0,81.0,13.0,0.0,9.0,6.0
361,FEARLESS,LE SSERAFIM,1.0,2022.0,5.0,2.0,629.0,0.0,229497852.0,18.0,75.0,9.0,0.0,0.0,104.0,G,Major,86.0,43.0,62.0,5.0,0.0,13.0,14.0
362,10 Things I Hate About You,Leah Kate,1.0,2022.0,3.0,23.0,1301.0,0.0,185550869.0,23.0,1.0,15.0,0.0,0.0,154.0,G#,Major,54.0,45.0,79.0,1.0,0.0,17.0,5.0
363,SPACE MAN,Sam Ryder,1.0,2022.0,2.0,22.0,1329.0,0.0,54682594.0,42.0,51.0,32.0,0.0,0.0,80.0,B,Major,47.0,33.0,83.0,18.0,0.0,10.0,5.0
364,Iris,The Goo Goo Dolls,1.0,1998.0,3.0,31.0,13101.0,9.0,1284942608.0,137.0,5.0,582.0,0.0,0.0,156.0,B,Minor,32.0,49.0,72.0,0.0,0.0,9.0,4.0
365,The Heart Part 5,Kendrick Lamar,1.0,2022.0,5.0,8.0,2939.0,0.0,71423324.0,29.0,0.0,30.0,0.0,0.0,98.0,G#,Minor,76.0,79.0,81.0,18.0,0.0,6.0,34.0
366,San Lucas,Kevin Kaarl,1.0,2019.0,11.0,7.0,407.0,1.0,244891912.0,5.0,0.0,5.0,0.0,0.0,92.0,G,Major,58.0,27.0,36.0,86.0,0.0,9.0,3.0
367,This Love (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1.0,2022.0,5.0,6.0,1492.0,0.0,132171975.0,26.0,2.0,15.0,0.0,2.0,144.0,E,Major,47.0,7.0,50.0,32.0,0.0,7.0,4.0
368,Good Looking,Suki Waterhouse,1.0,2017.0,10.0,20.0,2264.0,0.0,184706613.0,11.0,6.0,25.0,0.0,1.0,150.0,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,3.0
369,Flowers,Lauren Spencer Smith,1.0,2021.0,8.0,9.0,801.0,0.0,184826429.0,42.0,9.0,24.0,1.0,1.0,138.0,D#,Major,70.0,31.0,44.0,84.0,0.0,9.0,39.0
370,Yet To Come,BTS,1.0,2022.0,6.0,10.0,829.0,0.0,302006641.0,32.0,110.0,26.0,0.0,0.0,172.0,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,19.0
371,Run BTS,BTS,1.0,2022.0,6.0,10.0,736.0,0.0,330881149.0,5.0,132.0,17.0,0.0,3.0,77.0,G#,Major,72.0,70.0,82.0,2.0,0.0,4.0,17.0
372,Music For a Sushi Restaurant,Harry Styles,1.0,2022.0,5.0,20.0,4449.0,1.0,334733572.0,80.0,11.0,66.0,0.0,1.0,107.0,B,Major,72.0,36.0,72.0,26.0,6.0,11.0,4.0
373,Matilda,Harry Styles,1.0,2022.0,5.0,20.0,3218.0,3.0,366214458.0,29.0,10.0,79.0,0.0,0.0,114.0,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0
374,For Youth,BTS,1.0,2022.0,6.0,10.0,327.0,0.0,114546317.0,5.0,40.0,12.0,0.0,0.0,117.0,D,Major,63.0,29.0,51.0,43.0,0.0,25.0,4.0
375,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.0,2022.0,5.0,6.0,4576.0,0.0,448500832.0,79.0,13.0,93.0,0.0,17.0,160.0,G#,Minor,80.0,74.0,60.0,8.0,0.0,14.0,26.0
376,Born Singer,BTS,1.0,2022.0,6.0,10.0,279.0,0.0,79095270.0,0.0,18.0,6.0,0.0,0.0,158.0,G#,Minor,60.0,68.0,84.0,4.0,0.0,24.0,11.0
377,Little Freak,Harry Styles,1.0,2022.0,5.0,20.0,2302.0,0.0,273194684.0,20.0,3.0,39.0,0.0,0.0,142.0,D#,Major,56.0,40.0,54.0,72.0,0.0,10.0,4.0
378,Pass The Dutchie,Musical Youth,1.0,1982.0,1.0,1.0,5328.0,0.0,195918494.0,54.0,76.0,900.0,0.0,0.0,151.0,G,Major,73.0,88.0,67.0,20.0,0.0,32.0,5.0
379,Love Of My Life,Harry Styles,1.0,2022.0,5.0,20.0,1933.0,0.0,233671263.0,13.0,2.0,31.0,0.0,0.0,118.0,G,Major,56.0,20.0,54.0,67.0,0.0,6.0,5.0
380,Grapejuice,Harry Styles,1.0,2022.0,5.0,20.0,1986.0,0.0,199587884.0,7.0,1.0,15.0,0.0,0.0,183.0,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,3.0
381,So Good,Halsey,1.0,2022.0,6.0,9.0,1057.0,0.0,91781263.0,51.0,14.0,19.0,0.0,0.0,83.0,D#,Minor,63.0,29.0,62.0,4.0,0.0,18.0,4.0
382,Keep Driving,Harry Styles,1.0,2022.0,5.0,20.0,2094.0,1.0,236060709.0,8.0,1.0,18.0,0.0,0.0,165.0,A,Major,72.0,90.0,48.0,32.0,0.0,18.0,23.0
383,Cinema,Harry Styles,1.0,2022.0,5.0,20.0,2171.0,0.0,189236868.0,18.0,1.0,28.0,0.0,0.0,106.0,A,Minor,83.0,90.0,64.0,35.0,5.0,9.0,4.0
384,Only Love Can Hurt Like This,Paloma Faith,1.0,2014.0,1.0,1.0,5148.0,0.0,588955257.0,90.0,22.0,365.0,0.0,114.0,91.0,G#,Major,57.0,30.0,89.0,10.0,0.0,33.0,8.0
385,Hold My Hand,Lady Gaga,1.0,2022.0,5.0,3.0,2528.0,0.0,238350348.0,63.0,8.0,270.0,2.0,105.0,148.0,G,Major,51.0,21.0,63.0,5.0,0.0,41.0,3.0
386,Daydreaming,Harry Styles,1.0,2022.0,5.0,20.0,1900.0,1.0,187703102.0,15.0,1.0,23.0,0.0,0.0,114.0,E,Minor,71.0,90.0,81.0,31.0,2.0,13.0,3.0
387,Me and Your Mama,Childish Gambino,1.0,2016.0,11.0,10.0,8775.0,0.0,445590495.0,33.0,60.0,107.0,1.0,0.0,118.0,F,Major,56.0,25.0,45.0,1.0,3.0,7.0,3.0
388,SLOW DANCING IN THE DARK,Joji,1.0,2018.0,9.0,12.0,10211.0,0.0,1122364376.0,38.0,79.0,65.0,0.0,1.0,89.0,D#,Major,52.0,28.0,48.0,54.0,1.0,19.0,3.0
389,Antes de Perderte,Duki,1.0,2022.0,6.0,2.0,584.0,8.0,157136970.0,12.0,1.0,8.0,0.0,1.0,110.0,F,Minor,81.0,61.0,93.0,49.0,0.0,12.0,11.0
390,295,Sidhu Moose Wala,1.0,2021.0,5.0,15.0,246.0,4.0,183273246.0,4.0,106.0,0.0,0.0,7.0,90.0,B,Minor,68.0,54.0,76.0,21.0,0.0,11.0,20.0
391,En El Radio Un Cochinero,Victor Cibrian,1.0,2022.0,5.0,13.0,514.0,0.0,164856284.0,5.0,36.0,1.0,0.0,0.0,154.0,F#,Minor,70.0,97.0,62.0,47.0,0.0,10.0,4.0
392,Master of Puppets (Remastered),Metallica,1.0,1986.0,3.0,3.0,6080.0,0.0,704171068.0,112.0,198.0,406.0,1.0,0.0,105.0,E,Minor,54.0,59.0,83.0,0.0,44.0,20.0,4.0
393,BREAK MY SOUL,BeyoncÃ¯Â¿,1.0,2022.0,6.0,21.0,9724.0,0.0,354614964.0,222.0,61.0,259.0,14.0,2.0,115.0,C#,Minor,70.0,87.0,88.0,4.0,0.0,26.0,8.0
394,Massive,Drake,1.0,2022.0,6.0,17.0,5263.0,0.0,195628667.0,66.0,89.0,61.0,0.0,11.0,125.0,E,Minor,51.0,5.0,68.0,12.0,2.0,15.0,6.0
395,Betty (Get Money),Yung Gravy,1.0,2022.0,6.0,10.0,2402.0,0.0,221752937.0,45.0,2.0,26.0,0.0,1.0,102.0,C#,Major,73.0,62.0,75.0,0.0,0.0,34.0,8.0
396,Ojos Marrones,Lasso,1.0,2022.0,2.0,6.0,795.0,11.0,263280370.0,26.0,18.0,15.0,1.0,4.0,120.0,G#,Minor,81.0,72.0,65.0,4.0,0.0,14.0,4.0
397,POP!,Nayeon,1.0,2022.0,6.0,24.0,571.0,0.0,213505179.0,19.0,21.0,14.0,0.0,2.0,97.0,D,Major,80.0,36.0,86.0,4.0,0.0,3.0,5.0
398,MORE,j-hope,1.0,2022.0,7.0,1.0,565.0,0.0,155795783.0,6.0,52.0,11.0,0.0,0.0,97.0,D,Major,78.0,31.0,72.0,1.0,0.0,11.0,4.0
399,Last Last,Burna Boy,1.0,2022.0,5.0,12.0,4526.0,12.0,293466523.0,156.0,275.0,150.0,3.0,128.0,88.0,D#,Minor,80.0,55.0,56.0,13.0,0.0,8.0,9.0
400,Sticky,Drake,1.0,2022.0,6.0,17.0,2814.0,0.0,191448892.0,38.0,105.0,25.0,0.0,2.0,137.0,A#,Minor,88.0,8.0,49.0,9.0,0.0,9.0,14.0
401,die first,Nessa Barrett,1.0,2022.0,6.0,24.0,767.0,0.0,131746175.0,25.0,0.0,22.0,0.0,0.0,183.0,G#,Minor,44.0,44.0,67.0,7.0,0.0,12.0,13.0
402,Afraid To Feel,LF System,1.0,2022.0,5.0,2.0,5898.0,5.0,244790012.0,129.0,55.0,128.0,0.0,101.0,128.0,C#,Major,58.0,68.0,91.0,2.0,0.0,27.0,11.0
403,cÃ¯Â¿Â½Ã¯Â¿Â½mo dormi,Rels B,1.0,2022.0,8.0,4.0,1452.0,35.0,331511413.0,16.0,15.0,20.0,0.0,0.0,126.0,C#,Major,63.0,56.0,43.0,24.0,0.0,12.0,23.0
404,Si Te La Encuentras Por AhÃ¯Â¿,Feid,1.0,2022.0,8.0,5.0,1379.0,4.0,179061440.0,23.0,10.0,18.0,0.0,0.0,172.0,G#,Minor,74.0,46.0,58.0,15.0,0.0,13.0,8.0
405,GIVENCHY,Duki,1.0,2022.0,7.0,20.0,625.0,4.0,185236961.0,13.0,18.0,12.0,0.0,0.0,103.0,G#,Major,61.0,38.0,62.0,14.0,0.0,23.0,40.0
406,ALIEN SUPERSTAR,BeyoncÃ¯Â¿,1.0,2022.0,7.0,29.0,2688.0,0.0,171788484.0,39.0,47.0,36.0,0.0,0.0,122.0,A#,Minor,55.0,46.0,64.0,0.0,0.0,17.0,10.0
407,Mary On A Cross,Ghost,1.0,2019.0,9.0,13.0,2668.0,2.0,387080183.0,38.0,266.0,78.0,0.0,141.0,130.0,B,Major,47.0,56.0,90.0,0.0,0.0,10.0,4.0
408,Attention,NewJeans,1.0,2022.0,8.0,1.0,799.0,12.0,264717480.0,14.0,141.0,9.0,0.0,1.0,105.0,A#,Minor,81.0,70.0,65.0,24.0,0.0,8.0,4.0
409,THE SHADE,Rex Orange County,1.0,2022.0,3.0,11.0,1189.0,6.0,244928911.0,17.0,10.0,16.0,0.0,4.0,120.0,F,Major,90.0,73.0,51.0,39.0,0.0,9.0,6.0
410,Forget Me,Lewis Capaldi,1.0,2022.0,9.0,9.0,2520.0,4.0,239411309.0,93.0,95.0,84.0,9.0,202.0,102.0,C#,Minor,67.0,72.0,74.0,30.0,0.0,36.0,4.0
411,Bound 2,Kanye West,1.0,2013.0,1.0,1.0,19806.0,7.0,703301727.0,33.0,11.0,274.0,0.0,0.0,149.0,C#,Major,37.0,28.0,66.0,14.0,0.0,9.0,5.0
412,Talk that Talk,TWICE,1.0,2022.0,8.0,26.0,615.0,0.0,189476119.0,14.0,77.0,15.0,1.0,2.0,120.0,D#,Minor,77.0,78.0,91.0,14.0,0.0,33.0,12.0
413,BILLIE EILISH.,Armani White,1.0,2022.0,1.0,20.0,2537.0,0.0,277132266.0,49.0,1.0,67.0,11.0,1.0,100.0,C#,Major,90.0,75.0,50.0,11.0,0.0,9.0,26.0
414,Ferxxo 100,Feid,1.0,2022.0,6.0,3.0,1647.0,30.0,278920007.0,20.0,49.0,23.0,2.0,2.0,164.0,G#,Minor,70.0,58.0,57.0,25.0,0.0,15.0,7.0
415,KU LO SA - A COLORS SHOW,Oxlade,1.0,2022.0,6.0,10.0,2019.0,8.0,222410722.0,117.0,72.0,107.0,1.0,7.0,93.0,A#,Minor,65.0,79.0,66.0,31.0,0.0,22.0,7.0
416,Prohibidox,Feid,1.0,2022.0,9.0,13.0,1473.0,12.0,185392587.0,25.0,36.0,25.0,1.0,0.0,180.0,C#,Minor,65.0,52.0,80.0,5.0,0.0,6.0,25.0
417,Static,Steve Lacy,1.0,2022.0,7.0,15.0,1613.0,0.0,202452860.0,21.0,15.0,13.0,0.0,0.0,79.0,C#,Major,34.0,22.0,31.0,43.0,63.0,10.0,7.0
418,Sparks,Coldplay,1.0,2000.0,7.0,10.0,10826.0,4.0,624101957.0,24.0,0.0,805.0,0.0,0.0,103.0,C#,Major,37.0,17.0,27.0,75.0,5.0,10.0,3.0
419,Talk,YEAT,1.0,2022.0,9.0,2.0,920.0,0.0,148461629.0,10.0,1.0,8.0,0.0,0.0,140.0,E,Minor,70.0,26.0,76.0,8.0,0.0,54.0,23.0
420,Selfish,PnB Rock,1.0,2016.0,6.0,23.0,2468.0,0.0,380319238.0,15.0,0.0,0.0,0.0,0.0,102.0,C#,Minor,64.0,4.0,60.0,11.0,0.0,19.0,4.0
421,Lady Mi Amor,Feid,1.0,2022.0,9.0,13.0,330.0,0.0,53987404.0,3.0,0.0,2.0,0.0,0.0,93.0,D,Major,78.0,75.0,62.0,6.0,0.0,15.0,6.0
422,Poland,Lil Yachty,1.0,2022.0,6.0,23.0,1584.0,0.0,115331792.0,38.0,0.0,24.0,0.0,0.0,150.0,F,Minor,70.0,26.0,56.0,14.0,83.0,11.0,5.0
423,THE LONELIEST,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1.0,2022.0,10.0,7.0,1585.0,5.0,225093344.0,78.0,65.0,328.0,1.0,198.0,130.0,D,Major,52.0,24.0,60.0,0.0,0.0,8.0,3.0
424,Nxde,(G)I-DLE,1.0,2022.0,10.0,17.0,430.0,6.0,170709584.0,14.0,116.0,9.0,0.0,11.0,136.0,E,Minor,73.0,65.0,91.0,4.0,0.0,48.0,18.0
425,Miss You,Southstar,1.0,1982.0,5.0,16.0,2020.0,0.0,154356956.0,77.0,10.0,119.0,0.0,40.0,145.0,A,Major,66.0,24.0,58.0,17.0,0.0,19.0,5.0
426,we fell in love in october,girl in red,1.0,2018.0,11.0,21.0,6858.0,0.0,723043854.0,31.0,21.0,15.0,0.0,4.0,130.0,G,Major,57.0,24.0,37.0,11.0,18.0,16.0,3.0
427,2 Be Loved (Am I Ready),Lizzo,1.0,2022.0,7.0,14.0,3682.0,6.0,247689123.0,41.0,0.0,158.0,2.0,68.0,156.0,G,Major,72.0,92.0,77.0,9.0,0.0,8.0,11.0
428,Celestial,Ed Sheeran,1.0,2022.0,9.0,29.0,1639.0,0.0,176474912.0,86.0,14.0,80.0,0.0,37.0,123.0,D,Major,57.0,50.0,85.0,5.0,0.0,16.0,4.0
429,Typa Girl,BLACKPINK,1.0,2022.0,9.0,16.0,452.0,10.0,235549288.0,2.0,129.0,13.0,0.0,1.0,132.0,G,Major,92.0,53.0,62.0,7.0,0.0,63.0,10.0
430,California Breeze,Lil Baby,1.0,2022.0,10.0,14.0,991.0,0.0,85559365.0,36.0,38.0,13.0,0.0,3.0,162.0,F,Minor,74.0,22.0,67.0,0.0,0.0,11.0,46.0
431,Vigilante Shit,Taylor Swift,1.0,2022.0,10.0,21.0,1948.0,0.0,253650850.0,12.0,9.0,16.0,0.0,0.0,80.0,E,Minor,80.0,16.0,28.0,17.0,0.0,12.0,39.0
432,Question...?,Taylor Swift,1.0,2022.0,10.0,21.0,1608.0,0.0,223064273.0,10.0,3.0,12.0,0.0,0.0,109.0,G,Major,75.0,11.0,50.0,20.0,0.0,30.0,17.0
433,Mastermind,Taylor Swift,1.0,2022.0,10.0,21.0,1936.0,0.0,218320587.0,7.0,5.0,13.0,0.0,0.0,126.0,E,Major,66.0,12.0,35.0,55.0,0.0,9.0,14.0
434,The Astronaut,Jin,1.0,2022.0,10.0,28.0,481.0,9.0,203436468.0,10.0,100.0,15.0,1.0,27.0,125.0,F,Major,54.0,22.0,76.0,0.0,0.0,14.0,3.0
435,BackOutsideBoyz,Drake,1.0,2022.0,11.0,4.0,1045.0,0.0,93367537.0,8.0,5.0,2.0,0.0,0.0,142.0,F,Minor,85.0,40.0,43.0,4.0,0.0,39.0,32.0
436,The Great War,Taylor Swift,1.0,2022.0,10.0,21.0,1274.0,0.0,181382590.0,1.0,6.0,11.0,0.0,0.0,96.0,F,Major,57.0,55.0,74.0,22.0,0.0,8.0,4.0
437,My Mind & Me,Selena Gomez,1.0,2022.0,11.0,3.0,953.0,0.0,91473363.0,61.0,13.0,37.0,1.0,0.0,144.0,A,Major,60.0,24.0,39.0,57.0,0.0,8.0,3.0
438,Bigger Than The Whole Sky,Taylor Swift,1.0,2022.0,10.0,21.0,1180.0,0.0,121871870.0,4.0,0.0,8.0,0.0,0.0,166.0,F#,Major,42.0,7.0,24.0,83.0,1.0,12.0,6.0
439,Alone,Burna Boy,1.0,2022.0,11.0,4.0,782.0,2.0,96007391.0,27.0,18.0,32.0,1.0,0.0,90.0,E,Minor,61.0,32.0,67.0,15.0,0.0,11.0,5.0
